,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
884272,38089,8,2.0,18.5,1,223,12.41,116.0,71.7
884293,38090,7,5.2,16.07,16,241,16.86,121.27,76.42
884357,38091,6,2.82,15.4,84,238,13.15,172.18,50.11
884381,38092,5,3.22,29.62,8,245,31.86,157.11,63.35
884398,38093,6,11.27,18.1,22,203,20.37,143.45,60.59
884429,38094,6,6.12,22.14,38,193,10.36,121.88,52.51
884473,38095,7,3.09,20.3,1,204,15.12,121.91,66.27
884504,38096,5,4.6,20.89,49,237,17.6,145.5,59.39
884537,38097,2,2.5,83.0,78,161,0.0,119.5,41.5
884542,38098,3,4.25,77.0,2,233,45.19,144.5,91.84
884553,38099,5,5.0,16.83,91,192,9.63,138.71,32.35
884579,38100,4,3.4,43.5,64,238,21.48,146.0,60.97
884594,38101,5,1.71,30.67,43,227,23.71,161.86,63.17
884605,38102,8,5.85,18.08,14,231,11.72,131.15,75.73
884661,38103,8,2.09,20.7,21,228,11.52,142.27,65.51
884681,38104,3,2.25,54.33,69,232,25.75,142.0,65.55
884689,38105,5,3.14,27.83,32,199,25.84,140.43,52.49
884706,38106,4,6.0,77.33,1,233,19.4,126.75,88.91
884713,38107,7,5.25,19.0,24,233,13.89,135.0,71.25
884752,38108,6,4.85,20.25,1,244,22.96,153.92,64.88
884794,38109,8,5.24,13.25,13,225,9.74,112.24,63.23
884859,38110,5,3.71,36.5,19,238,15.68,139.71,77.68
884875,38111,7,4.15,19.25,8,239,17.63,145.85,69.06
884916,38112,5,3.5,40.0,28,228,32.69,138.17,79.53
884936,38113,5,6.45,24.1,2,243,25.93,149.09,74.29
884979,38114,7,5.07,17.69,3,233,11.15,122.0,73.14
885032,38115,7,3.09,20.8,36,244,13.15,162.36,59.97
885064,38116,4,2.5,72.0,20,236,70.71,90.5,85.43
885074,38117,4,2.78,16.38,111,242,14.02,164.89,47.22
885095,38118,5,3.25,27.71,36,230,26.01,149.12,60.21
885120,38119,4,3.2,54.25,22,239,52.49,156.8,72.28
885132,38120,7,3.06,15.67,8,243,13.11,109.5,80.35
885174,38121,6,4.89,30.12,4,245,24.3,113.0,78.96
885199,38122,4,5.17,43.2,6,222,44.75,87.17,83.87
885224,38123,4,3.29,32.0,53,245,28.71,146.43,74.2
885244,38124,6,9.92,18.67,21,245,18.19,129.15,78.86
885284,38125,5,9.83,40.0,20,220,29.08,89.0,74.67
885340,38126,5,7.57,39.67,3,241,26.76,102.14,74.36
885379,38127,7,3.0,16.21,3,230,17.01,131.2,76.05
885419,38128,4,2.83,32.0,47,207,23.11,148.0,56.78
885433,38129,4,4.71,32.67,6,202,36.28,137.57,76.24
885458,38130,6,4.25,24.71,21,194,23.44,94.62,60.43
885488,38131,5,10.71,29.17,51,226,29.85,110.29,65.9
885512,38132,5,3.4,55.5,21,243,21.97,146.6,76.47
885528,38133,4,3.17,34.2,36,207,17.27,130.67,58.33
885543,38134,7,5.29,15.54,17,219,11.03,116.0,61.15
885609,38135,4,2.25,33.57,10,245,45.02,82.5,70.81
885624,38136,8,4.5,15.92,17,224,11.57,144.07,66.85
885668,38137,7,4.18,23.0,3,233,13.62,128.64,75.8
885702,38138,6,3.78,23.25,47,233,15.86,159.22,58.13
885732,38139,4,4.2,56.5,3,229,64.13,73.0,82.38
885748,38140,3,6.33,27.4,64,201,33.05,148.5,52.6
885777,38141,7,5.22,28.75,1,231,23.6,123.33,78.83
885806,38142,3,5.0,58.33,67,242,50.81,128.75,67.32
885826,38143,6,3.33,28.12,20,245,26.04,140.22,77.19
885847,38144,6,5.88,32.0,2,226,13.67,117.62,80.64
885874,38145,6,5.42,19.64,25,241,19.89,138.92,71.31
885923,38146,3,2.33,108.0,28,244,78.0,110.0,95.54
885928,38147,7,4.62,18.5,22,244,15.93,123.85,68.86
885980,38148,6,5.08,15.67,56,244,12.0,163.69,53.99
886037,38149,6,5.56,27.0,23,239,24.57,142.22,73.97
886066,38150,4,4.0,42.75,58,229,29.76,169.2,62.27
886079,38151,7,2.67,28.62,4,233,20.73,121.56,80.5
886101,38152,6,2.14,29.33,65,241,14.02,152.43,52.93
886116,38153,8,2.77,18.42,13,234,13.26,109.92,78.17
886143,38154,5,6.4,45.5,15,197,8.56,108.4,62.41
886162,38155,4,2.0,54.25,25,242,42.87,146.8,70.3
886171,38156,6,3.38,30.71,7,222,25.34,100.88,77.96
886198,38157,5,4.67,40.4,2,204,24.8,114.33,78.14
886207,38158,4,2.2,31.75,115,242,24.61,184.6,53.05
886216,38159,7,3.67,25.88,15,222,22.03,110.22,67.11
886246,38160,6,3.86,17.0,14,235,19.65,113.5,84.55
886293,38161,5,5.38,31.14,21,239,46.1,170.75,84.37
886321,38162,7,5.09,21.9,18,237,14.85,131.18,67.55
886364,38163,2,5.25,39.0,62,179,42.29,116.25,54.13
886374,38164,7,3.5,24.89,14,238,17.8,147.7,73.96
886404,38165,7,8.0,25.11,18,244,20.25,121.3,73.54
886469,38166,3,2.25,74.0,19,241,66.07,170.0,90.61
886475,38167,5,5.75,23.57,31,196,20.35,104.12,57.86
886505,38168,3,2.8,54.75,13,232,39.02,109.6,80.55
886517,38169,4,2.25,71.33,3,217,31.72,91.0,81.03
886525,38170,5,3.2,24.11,26,243,18.99,171.1,69.04
886557,38171,4,7.6,51.5,29,235,37.55,152.4,70.49
886593,38172,4,3.11,23.0,42,226,37.88,136.22,76.86
886614,38173,3,3.25,45.33,52,188,29.51,134.25,56.08
886626,38174,8,3.9,11.79,17,241,8.46,146.7,71.98
886686,38175,7,4.07,14.79,24,231,9.03,129.27,65.92
886735,38176,6,4.38,27.43,21,213,18.81,113.25,66.31
886769,38177,6,2.92,18.73,12,218,15.46,119.08,64.11
886800,38178,3,5.25,24.67,135,209,20.37,160.25,29.17
886814,38179,5,5.71,26.0,7,163,18.42,83.14,60.64
886846,38180,6,3.62,17.67,9,221,18.61,118.69,65.33
886890,38181,5,7.5,20.71,52,197,17.38,110.0,52.27
886912,38182,3,4.5,35.33,119,225,33.09,155.25,41.17
886930,38183,1,11.0,0.0,64,64,0.0,64.0,0.0
886938,38184,8,3.16,13.44,2,244,9.68,123.21,74.1
886987,38185,7,3.2,18.67,57,225,13.82,135.9,53.71
887004,38186,7,3.0,19.82,16,234,16.35,125.5,73.99
887039,38187,5,5.78,22.62,45,226,23.51,149.89,64.75
887071,38188,4,3.2,22.5,126,216,20.23,181.4,29.98
887086,38189,7,2.43,35.0,6,216,17.19,117.0,75.04
887103,38190,5,2.0,36.83,23,244,42.2,142.29,79.78
887114,38191,3,2.75,44.67,92,226,54.16,131.75,54.66
887125,38192,2,3.0,96.5,49,242,92.5,114.67,90.05
887131,38193,5,2.8,54.75,17,236,28.07,106.0,76.67
887142,38194,4,10.75,61.67,15,200,44.29,87.25,68.83
887153,38195,5,4.5,45.4,3,230,18.93,110.33,74.18
887179,38196,4,1.4,31.75,96,223,19.07,152.0,42.53
887185,38197,8,5.56,29.0,11,243,13.73,125.56,70.51
887232,38198,5,2.12,31.0,27,244,22.39,127.75,72.48
887248,38199,3,7.57,32.5,16,211,29.68,121.29,68.93
887273,38200,4,4.12,19.29,31,166,18.08,98.12,46.16
887296,38201,3,5.0,65.67,27,224,77.59,86.5,79.83
887301,38202,4,4.11,26.75,25,239,25.15,131.78,79.6
887327,38203,6,4.67,39.6,13,211,16.06,106.0,69.26
887350,38204,6,1.89,29.12,1,234,19.05,123.11,74.12
887364,38205,7,2.88,28.71,12,213,9.85,102.38,61.46
887384,38206,4,2.33,39.4,47,244,44.12,143.83,80.51
887398,38207,7,2.77,16.33,36,232,11.0,133.31,62.78
887431,38208,3,2.4,51.25,18,223,47.07,118.2,80.77
887441,38209,7,2.6,24.11,28,245,13.48,133.4,69.34
887464,38210,2,2.5,62.0,48,110,0.0,79.0,31.0
887469,38211,5,6.0,30.8,13,167,20.53,78.67,47.54
887490,38212,6,3.11,25.88,19,226,22.37,147.11,57.93
887511,38213,1,26.0,0.0,96,96,0.0,96.0,0.0
887514,38214,4,4.0,64.0,43,235,35.28,117.75,73.74
887528,38215,5,2.29,33.33,17,217,40.47,86.14,80.99
887541,38216,4,3.0,34.4,68,240,25.22,138.83,67.3
887556,38217,3,4.75,60.67,34,216,41.23,128.75,64.46
887569,38218,5,5.2,34.75,105,244,17.12,173.4,45.56
887592,38219,6,3.75,19.45,11,225,18.65,137.33,70.37
887635,38220,5,4.0,26.33,21,179,19.48,98.86,54.92
887662,38221,5,3.0,56.25,13,238,30.29,141.8,83.73
887674,38222,5,2.0,38.8,2,196,18.24,105.0,61.39
887686,38223,7,4.44,28.0,3,227,17.81,108.78,72.22
887717,38224,8,5.4,23.22,20,229,13.2,135.0,66.57
887766,38225,4,2.89,23.12,42,227,29.57,125.11,77.15
887789,38226,5,1.86,26.67,80,240,17.93,168.29,55.53
887797,38227,7,3.94,12.12,7,201,8.0,110.71,60.21
887852,38228,6,5.38,30.71,19,234,25.51,153.25,67.74
887875,38229,7,3.31,13.13,7,204,7.46,107.19,59.84
887918,38230,7,4.42,18.55,20,224,19.33,149.83,75.56
887950,38231,6,3.89,23.75,36,226,16.63,132.44,60.1
887982,38232,6,3.62,26.71,7,194,19.6,96.5,62.1
888006,38233,4,3.78,27.38,10,229,31.15,128.67,79.55
888031,38234,8,4.0,25.0,13,238,15.89,136.8,73.59
888066,38235,5,2.67,31.6,27,185,24.86,129.17,53.9
888077,38236,4,3.0,55.33,12,178,18.06,90.5,59.94
888087,38237,3,3.67,74.5,84,233,14.5,163.33,61.21
888096,38238,8,3.78,9.73,23,237,7.25,137.91,64.07
888168,38239,7,3.1,21.89,41,238,12.2,136.9,56.82
888196,38240,5,3.29,38.0,16,244,34.52,105.86,74.78
888214,38241,8,3.23,8.07,4,238,5.14,121.3,65.38
888275,38242,3,3.67,88.5,19,196,25.5,116.0,73.25
888286,38243,2,9.0,169.0,43,212,0.0,127.5,84.5
888295,38244,5,12.67,20.75,31,197,12.41,113.11,60.84
888371,38245,5,6.27,22.1,14,235,19.0,133.27,79.01
888408,38246,8,7.13,15.86,14,236,7.25,123.2,68.75
888490,38247,6,3.62,28.0,24,220,12.36,114.88,64.05
888516,38248,4,2.75,58.67,42,218,36.97,137.5,73.39
888525,38249,2,3.67,13.0,213,239,1.0,225.67,10.62
888531,38250,7,3.42,21.73,4,243,16.61,115.75,78.3
888567,38251,6,4.44,23.75,14,204,17.21,122.89,70.15
888605,38252,3,2.0,34.67,2,106,28.77,36.5,42.08
888613,38253,5,3.67,31.8,14,173,20.68,117.0,56.53
888633,38254,8,3.0,19.64,13,229,8.37,114.75,64.4
888659,38255,4,4.17,47.6,2,240,59.92,115.83,97.01
888680,38256,7,3.54,17.58,25,236,14.73,127.15,62.92
888715,38257,3,2.0,57.0,3,231,52.82,89.2,83.27
888723,38258,3,3.25,53.0,64,223,48.52,147.5,70.75
888732,38259,5,4.0,33.0,14,245,21.62,153.5,73.81
888760,38260,7,4.18,13.62,21,239,17.24,139.06,64.32
888804,38261,5,3.71,34.33,38,244,16.57,154.29,66.17
888826,38262,8,3.91,10.95,2,232,7.41,131.64,73.45
888899,38263,4,2.83,46.6,2,235,41.35,137.17,79.28
888912,38264,5,2.91,22.5,1,226,22.68,122.73,82.3
888935,38265,7,4.82,20.6,19,225,12.2,120.73,76.01
888977,38266,3,11.71,35.33,31,243,56.46,169.14,88.3
889025,38267,5,1.5,41.8,28,237,34.51,138.0,87.24
889033,38268,3,4.25,67.0,3,204,46.48,97.0,85.07
889041,38269,4,3.43,22.83,33,170,20.97,121.86,43.7
889057,38270,2,5.5,91.0,132,223,0.0,177.5,45.5
889068,38271,6,4.67,38.2,30,221,22.54,127.17,67.69
889089,38272,3,4.6,26.5,40,146,18.17,103.4,35.73
889103,38273,4,4.71,29.0,67,241,16.77,157.86,62.46
889128,38274,8,3.6,16.36,13,242,11.41,113.93,71.65
889167,38275,7,4.78,27.12,26,243,17.45,127.89,76.33
889189,38276,6,3.45,15.6,48,204,14.3,114.82,51.76
889216,38277,5,6.0,45.6,8,236,27.72,121.33,75.65
889237,38278,7,3.75,17.73,40,235,12.32,124.0,59.1
889270,38279,2,3.0,98.0,70,168,0.0,119.0,49.0
889273,38280,5,3.5,24.78,6,229,19.24,132.7,70.35
889305,38281,7,5.5,14.85,23,216,13.18,110.07,58.8
889372,38282,7,3.29,15.23,14,212,10.14,116.86,51.56
889408,38283,7,5.65,14.56,12,245,13.03,141.41,76.23
889488,38284,6,3.11,29.88,1,240,21.66,138.33,85.0
889509,38285,4,4.75,44.67,109,243,13.27,170.75,52.03
889521,38286,6,1.82,19.8,43,241,11.91,140.36,62.87
889539,38287,8,3.64,22.3,22,245,9.6,136.91,71.79
889575,38288,7,5.0,14.94,2,241,12.36,135.53,72.25
889640,38289,4,4.0,31.6,27,185,27.7,135.67,58.44
889664,38290,3,2.5,30.0,112,202,19.65,162.25,32.3
889673,38291,5,3.29,33.5,19,220,17.9,116.43,70.55
889692,38292,5,3.86,37.17,6,229,23.21,130.86,80.09
889715,38293,5,2.75,31.14,2,220,33.55,82.12,75.51
889732,38294,7,3.0,22.3,22,245,11.79,137.36,79.1
889763,38295,5,2.2,39.5,42,200,24.79,118.8,62.58
889773,38296,1,1.5,17.0,224,241,0.0,232.5,8.5
889776,38297,7,7.0,16.62,8,224,12.02,104.36,58.83
889860,38298,5,2.33,41.0,35,240,15.63,131.0,73.27
889870,38299,5,3.75,32.29,8,234,29.07,116.0,88.56
889895,38300,8,3.11,12.88,21,240,11.06,136.06,70.11
889944,38301,7,2.6,26.33,1,238,18.76,121.1,80.2
889968,38302,5,3.38,27.29,27,218,20.07,93.25,62.09
889990,38303,8,4.4,22.78,27,232,9.25,139.9,71.57
890017,38304,4,2.2,26.5,42,148,8.96,100.0,38.35
890026,38305,7,8.33,28.25,7,233,20.03,104.67,64.59
890092,38306,8,3.38,10.8,28,244,7.77,139.52,66.68
890149,38307,4,4.6,51.5,35,241,28.02,160.2,79.06
890167,38308,8,3.4,15.64,15,234,10.23,133.2,64.66
890208,38309,6,4.0,16.75,3,204,13.24,106.69,70.78
890249,38310,6,2.46,18.92,3,230,18.53,124.46,61.09
890279,38311,4,3.5,59.0,67,244,40.01,136.25,66.02
890293,38312,7,4.38,30.29,13,225,20.41,131.0,79.08
890320,38313,5,4.5,39.8,45,244,37.77,124.5,60.97
890337,38314,4,4.25,74.33,7,230,40.53,129.25,91.19
890350,38315,4,3.0,56.0,51,219,37.69,157.75,67.63
890360,38316,6,2.64,15.08,39,235,10.02,148.43,59.25
890389,38317,3,7.5,28.67,112,198,17.52,164.75,34.78
890405,38318,3,4.0,57.0,55,169,16.0,106.67,47.15
890411,38319,6,6.0,27.29,42,233,16.09,155.25,59.06
890444,38320,7,5.38,18.67,11,235,10.6,110.62,68.81
890493,38321,7,3.89,28.25,11,237,16.11,109.67,72.05
890522,38322,7,6.33,19.82,21,239,13.79,124.25,77.18
890553,38323,3,4.5,61.0,21,204,37.07,129.0,75.06
890567,38324,4,3.0,55.0,67,232,13.64,154.75,63.59
890573,38325,7,3.33,20.27,21,244,12.03,146.92,75.16
890596,38326,3,4.75,20.0,181,241,10.03,206.25,22.08
890611,38327,7,2.24,14.12,5,231,11.16,124.0,69.69
890646,38328,4,3.6,49.5,6,204,37.32,91.2,69.27
890663,38329,5,5.25,31.43,14,234,18.78,135.88,69.04
890682,38330,6,5.33,40.4,43,245,16.08,138.83,69.99
890703,38331,3,2.67,75.5,37,188,0.5,112.33,61.65
890711,38332,6,7.29,35.17,5,216,27.6,106.57,80.9
890756,38333,2,2.33,84.0,51,219,82.0,162.33,78.73
890761,38334,1,1.0,0.0,136,136,0.0,136.0,0.0
890762,38335,7,5.64,21.5,16,231,17.79,146.73,78.5
890803,38336,4,6.33,34.6,7,180,26.28,118.0,63.55
890834,38337,1,25.0,0.0,196,196,0.0,196.0,0.0
890835,38338,4,3.0,22.6,42,155,13.97,98.0,40.69
890849,38339,5,4.33,25.38,41,244,27.38,142.11,74.93
890878,38340,3,2.29,24.83,27,176,33.53,113.14,64.14
890894,38341,6,3.56,15.33,5,235,13.38,126.38,73.66
890939,38342,7,3.09,22.7,3,230,16.79,109.36,74.37
890962,38343,8,3.0,19.0,28,218,7.81,117.73,57.56
890990,38344,3,4.0,48.75,32,227,41.12,98.0,76.56
891003,38345,7,2.33,18.73,28,234,12.7,143.92,60.27
891031,38346,6,4.3,22.89,16,222,23.32,85.1,60.16
891072,38347,3,2.25,60.0,34,214,36.18,132.75,74.55
891080,38348,7,3.78,28.75,10,240,23.07,125.22,73.33
891107,38349,6,6.5,25.67,5,236,19.79,146.3,74.01
891151,38350,4,3.5,49.33,26,174,9.98,102.0,53.89
891162,38351,4,4.86,30.0,33,213,32.84,143.86,51.8
891177,38352,5,5.22,22.5,1,181,21.9,104.22,65.17
891207,38353,3,3.71,31.5,22,211,34.84,139.43,68.8
891231,38354,4,3.8,36.5,79,225,27.07,149.4,46.68
891244,38355,5,3.17,38.2,34,225,19.64,128.33,74.06
891255,38356,4,2.5,43.2,26,242,43.91,103.83,70.27
891268,38357,2,3.0,112.5,18,243,85.5,159.0,100.31
891276,38358,4,5.4,37.5,5,155,30.01,106.2,55.84
891285,38359,5,3.33,31.6,37,195,12.66,113.33,57.69
891305,38360,7,1.9,24.11,1,218,13.8,107.4,72.02
891323,38361,3,6.0,91.5,52,235,81.5,116.33,84.01
891331,38362,5,2.4,37.75,27,178,7.26,105.2,51.79
891340,38363,6,2.36,17.0,8,178,13.08,77.09,48.54
891361,38364,5,12.4,14.11,106,233,6.74,165.6,43.53
891383,38365,8,5.56,15.27,4,233,8.55,129.88,71.61
891454,38366,6,2.83,26.4,52,184,15.07,121.0,50.19
891466,38367,4,3.75,57.33,51,223,38.0,117.5,64.62
891477,38368,6,4.8,24.89,6,230,16.95,112.5,79.03
891506,38369,6,4.33,26.0,36,244,25.18,151.0,62.9
891536,38370,8,2.42,22.18,1,245,16.19,154.0,75.62
891554,38371,8,4.05,11.47,3,221,8.97,125.0,56.27
891626,38372,3,4.2,46.0,8,192,51.51,81.0,79.63
891643,38373,6,6.89,23.0,51,235,14.4,157.33,54.52
891684,38374,5,4.6,51.5,14,220,39.59,117.8,83.86
891702,38375,5,5.82,16.8,73,241,10.22,171.64,58.07
891737,38376,5,8.0,29.86,29,238,19.28,146.5,64.96
891766,38377,3,4.6,15.0,167,227,4.95,194.4,22.16
891783,38378,3,5.4,46.75,34,221,64.27,141.4,84.31
891800,38379,6,4.22,20.62,36,201,12.15,102.78,56.15
891833,38380,4,3.0,47.0,22,210,26.62,125.2,66.19
891845,38381,3,4.0,26.6,109,242,30.82,187.67,39.48
891862,38382,7,5.33,21.27,5,239,13.55,138.25,78.96
891915,38383,3,5.67,72.0,7,151,22.0,86.33,59.7
891927,38384,4,3.0,35.0,92,197,22.2,135.25,43.41
891936,38385,6,3.14,28.67,25,197,18.29,97.86,56.87
891954,38386,7,3.5,30.57,21,235,20.85,132.88,75.75
891973,38387,6,2.11,21.88,35,210,16.5,111.78,54.85
891991,38388,7,3.0,23.11,29,237,12.38,150.7,66.34
892008,38389,8,4.38,15.87,4,242,10.71,131.62,81.07
892073,38390,6,3.88,30.71,29,244,19.23,127.88,62.19
892103,38391,3,4.33,101.5,23,226,39.5,111.33,84.94
892114,38392,4,9.71,19.33,116,232,21.66,156.57,34.98
892135,38393,8,4.05,12.32,7,241,7.09,137.45,72.77
892203,38394,8,3.27,21.6,1,217,13.81,102.36,66.28
892238,38395,5,3.33,42.6,3,216,25.66,89.83,74.83
892248,38396,4,3.5,57.33,46,218,32.43,129.0,61.03
892262,38397,5,5.17,37.0,13,198,19.16,89.0,62.84
892288,38398,5,3.14,23.5,42,183,13.95,127.43,50.12
892308,38399,4,2.5,47.33,72,214,16.82,145.0,50.96
892318,38400,8,4.95,11.95,2,241,9.99,126.33,81.1
892410,38401,6,5.45,22.1,13,234,15.57,111.18,65.0
892438,38402,4,5.67,43.6,7,225,43.17,152.0,73.19
892466,38403,4,4.2,29.25,115,232,18.1,161.6,40.89
892479,38404,5,2.57,35.0,27,237,22.63,158.71,67.19
892496,38405,6,3.7,24.78,7,230,25.03,94.0,72.14
892530,38406,1,1.0,0.0,18,18,0.0,18.0,0.0
892531,38407,8,3.54,17.92,20,235,9.2,121.08,63.07
892562,38408,3,3.25,51.33,66,220,40.8,135.0,66.58
892574,38409,3,1.5,43.0,68,197,32.75,113.25,50.63
892579,38410,4,4.67,45.6,8,236,47.36,145.83,68.88
892605,38411,5,6.14,33.83,32,235,33.26,119.29,70.17
892629,38412,5,3.17,27.8,80,219,11.86,150.67,45.91
892643,38413,5,3.14,35.83,2,217,19.26,103.43,76.49
892664,38414,6,3.71,13.31,71,244,8.2,171.93,52.44
892707,38415,4,3.5,76.67,14,244,21.17,139.25,88.58
892720,38416,7,5.69,17.0,34,238,11.92,145.85,63.96
892762,38417,7,4.09,20.6,34,240,15.57,142.0,61.66
892799,38418,5,4.12,27.29,13,204,18.61,95.62,66.37
892826,38419,3,6.67,67.0,86,220,22.0,160.33,55.68
892830,38420,7,2.67,25.12,18,219,9.1,109.56,65.88
892849,38421,6,3.25,24.0,52,220,15.13,128.88,58.75
892872,38422,3,2.0,47.5,49,144,9.5,99.67,39.04
892878,38423,6,2.33,27.0,19,235,16.76,115.89,67.73
892897,38424,6,3.45,20.4,35,239,11.66,144.18,73.42
892934,38425,4,6.6,33.5,14,148,15.31,94.6,49.17
892956,38426,5,4.43,28.0,52,220,23.59,152.71,58.18
892978,38427,2,4.33,78.5,86,243,69.5,187.67,71.98
892988,38428,5,5.33,45.0,4,229,32.47,129.17,73.69
893015,38429,6,3.0,29.86,7,216,28.53,92.0,74.33
893039,38430,4,2.38,31.43,20,240,29.87,165.0,71.33
893054,38431,6,3.33,26.25,30,240,14.35,125.78,69.68
893075,38432,4,4.6,51.75,17,224,40.86,106.4,75.43
893090,38433,5,4.5,38.4,45,237,23.07,147.33,60.53
893109,38434,8,3.71,17.15,17,240,12.06,134.14,74.81
893152,38435,4,9.4,37.5,45,195,26.2,132.8,56.68
893177,38436,4,4.67,41.4,35,242,35.47,169.0,76.34
893203,38437,8,4.42,21.91,1,242,12.88,111.25,75.38
893248,38438,6,3.0,22.67,31,235,16.0,139.0,77.78
893277,38439,5,4.0,30.29,29,241,25.02,129.62,64.41
893304,38440,5,2.83,42.0,7,217,21.29,111.17,72.62
893315,38441,1,3.0,6.0,21,27,0.0,24.0,3.0
893320,38442,6,4.25,27.43,36,228,15.9,141.75,62.52
893344,38443,7,4.15,19.33,5,237,17.7,146.62,71.21
893394,38444,2,2.5,165.0,38,203,0.0,120.5,82.5
893399,38445,1,2.0,4.5,221,230,1.5,225.0,3.74
893405,38446,3,5.5,47.67,100,243,23.81,159.0,56.93
893424,38447,8,5.13,15.79,17,238,10.12,134.0,69.75
893469,38448,8,2.25,10.22,6,241,1.64,124.33,71.05
893499,38449,6,2.0,26.29,19,203,13.39,94.5,63.86
893513,38450,4,3.0,45.5,35,217,28.9,136.2,67.39
893521,38451,4,7.29,31.17,40,227,25.83,120.0,62.17
893555,38452,5,1.43,32.17,27,220,20.6,128.43,61.98
893564,38453,6,3.0,26.0,35,243,19.6,143.33,68.63
893585,38454,3,6.67,57.0,52,166,31.0,119.33,48.78
893590,38455,3,2.5,56.67,60,230,51.75,153.75,75.53
893597,38456,4,7.75,69.67,22,231,33.0,134.0,84.34
893614,38457,6,3.44,25.12,17,218,27.05,135.0,65.02
893630,38458,5,5.0,23.29,7,170,15.42,89.0,61.63
893661,38459,4,1.5,50.0,84,234,13.44,159.25,58.38
893666,38460,5,3.62,30.86,28,244,21.95,148.38,70.98
893684,38461,2,1.0,145.0,75,220,0.0,147.5,72.5
893686,38462,4,2.8,35.25,102,243,23.52,159.8,56.47
893695,38463,8,2.62,8.29,3,235,4.85,142.66,69.17
893736,38464,5,6.43,24.33,83,229,20.5,174.71,53.23
893770,38465,8,5.0,12.78,6,236,8.56,131.11,73.64
893836,38466,4,8.2,52.25,7,216,28.81,102.8,83.11
893863,38467,2,2.0,92.0,92,184,0.0,138.0,46.0
893867,38468,2,3.67,29.0,68,126,15.0,92.0,24.71
893878,38469,5,2.8,38.5,56,210,20.38,129.8,59.5
893891,38470,5,3.6,59.5,7,245,46.67,95.2,81.52
893908,38471,4,3.4,49.25,42,239,36.44,151.4,75.09
893918,38472,7,4.22,28.5,6,234,21.55,88.44,71.96
893954,38473,7,3.36,23.6,5,241,19.03,133.64,77.49
893982,38474,4,3.5,41.0,35,240,19.88,143.33,77.04
893997,38475,2,9.33,56.5,16,129,44.5,57.67,50.68
894010,38476,8,4.55,21.9,26,245,12.23,129.27,70.58
894046,38477,5,4.83,34.0,16,186,23.56,117.33,67.13
894069,38478,6,5.29,34.33,19,225,25.54,151.43,70.67
894096,38479,6,5.38,26.29,16,200,17.33,135.5,59.78
894117,38480,7,5.38,32.29,6,232,14.75,138.62,72.28
894137,38481,7,3.86,17.92,3,236,12.0,122.29,73.83
894165,38482,5,2.5,32.0,1,225,28.0,130.5,77.44
894181,38483,7,3.08,19.09,22,232,14.4,129.33,57.26
894211,38484,4,4.5,40.8,27,231,44.61,126.5,84.63
894225,38485,8,2.38,31.43,3,223,11.55,121.38,69.7
894241,38486,1,5.5,6.0,189,195,0.0,192.0,3.0
894249,38487,6,4.5,17.08,20,242,15.15,130.5,69.28
894289,38488,4,3.33,40.8,29,233,47.82,91.0,70.65
894308,38489,4,3.0,75.0,18,243,12.83,129.5,86.08
894319,38490,7,5.59,14.62,4,238,12.52,140.82,68.09
894399,38491,5,5.5,38.4,48,240,27.43,132.17,70.15
894423,38492,3,4.33,43.5,21,108,7.5,67.0,35.69
894427,38493,6,7.29,34.17,22,227,22.37,101.71,63.15
894455,38494,3,4.4,39.0,88,244,48.75,198.2,56.12
894471,38495,4,3.75,64.0,41,233,54.71,164.25,73.46
894484,38496,8,3.25,21.09,12,244,14.18,136.25,73.12
894520,38497,4,5.75,72.67,20,238,57.02,94.75,86.72
894538,38498,5,6.2,22.11,6,205,14.12,96.2,67.7
894569,38499,5,4.29,32.0,13,205,21.59,111.29,60.84
894594,38500,4,2.8,32.5,69,199,12.89,138.8,46.18
894605,38501,2,6.0,67.0,38,239,91.22,187.0,86.04
894623,38502,7,4.11,25.5,15,219,13.52,104.0,67.42
894649,38503,6,4.0,42.0,13,223,25.52,130.33,81.89
894670,38504,5,4.57,38.17,15,244,39.19,91.29,84.78
894690,38505,3,3.8,43.0,63,235,53.39,160.8,77.78
894704,38506,4,2.25,54.33,69,232,29.6,135.75,60.43
894710,38507,4,2.75,47.67,54,197,14.84,123.25,56.03
894716,38508,5,4.43,21.17,113,240,16.06,171.57,49.34
894736,38509,4,10.25,65.0,41,236,3.56,140.5,72.48
894762,38510,6,2.33,43.2,8,224,21.97,124.33,73.25
894773,38511,3,3.25,69.33,35,243,56.32,127.0,90.24
894781,38512,7,3.13,13.86,42,236,12.83,156.53,58.54
894825,38513,4,3.0,45.5,45,227,54.08,165.8,62.54
894839,38514,4,2.8,35.75,32,175,30.84,99.4,54.35
894849,38515,7,4.44,27.75,1,223,18.01,117.67,75.96
894886,38516,7,4.38,18.83,6,232,11.7,126.62,68.53
894919,38517,8,2.89,27.0,15,231,14.2,111.11,74.77
894940,38518,5,2.5,30.57,22,236,27.89,115.12,70.46
894954,38519,5,2.57,37.83,6,233,35.68,98.57,78.5
894971,38520,4,2.6,31.75,14,141,18.99,91.4,49.76
894979,38521,2,3.5,133.0,37,170,0.0,103.5,66.5
894985,38522,6,2.22,29.0,1,233,31.45,138.89,80.89
895003,38523,7,4.27,22.5,17,242,15.06,157.73,67.81
