,userID,u_EF,u_avg_orders,u_avg_period,u_first_bought,u_last_bought,u_std_avg_period,u_mean_bought,u_std_bought
832195,41712,5,5.57,26.83,27,188,15.16,115.86,54.39
832218,41713,4,6.75,55.0,8,173,22.69,79.0,60.88
832241,41714,3,2.75,60.0,34,214,52.38,103.0,67.03
832251,41715,3,1.0,73.5,3,150,35.5,88.33,62.3
832254,41716,6,4.58,14.0,62,216,9.48,142.17,49.95
832305,41717,4,6.33,37.2,16,202,25.95,126.17,65.07
832324,41718,3,8.0,43.75,7,182,30.98,117.6,65.83
832338,41719,5,3.56,22.0,32,208,17.83,118.22,60.36
832367,41720,2,1.5,71.0,58,129,0.0,93.5,35.5
832369,41721,4,3.29,28.0,21,189,32.07,128.29,52.59
832388,41722,4,3.43,25.83,46,201,26.85,116.14,58.21
832412,41723,6,3.08,16.25,2,197,11.5,96.23,54.79
832446,41724,3,6.67,28.2,27,168,45.47,97.67,65.83
832476,41725,3,7.33,85.5,16,187,75.5,126.67,78.36
832489,41726,4,1.44,20.88,34,201,27.75,141.0,58.75
832500,41727,5,3.0,26.43,7,192,26.92,108.5,69.97
832522,41728,7,5.88,12.19,5,200,7.8,105.06,56.51
832601,41729,5,2.88,22.86,16,176,21.36,76.62,56.49
832618,41730,3,4.0,42.67,67,195,31.37,136.75,54.63
832633,41731,5,4.33,22.8,29,143,15.51,68.67,41.41
832649,41732,3,1.67,42.5,94,179,3.5,135.33,34.74
832653,41733,6,4.62,22.43,54,211,14.07,128.38,58.45
832682,41734,6,3.56,25.62,7,212,17.15,100.89,57.78
832704,41735,5,4.88,30.43,2,215,27.4,125.25,59.89
832718,41736,4,3.5,61.67,13,198,27.64,116.0,67.15
832731,41737,3,4.5,63.33,17,207,36.37,122.25,78.12
832744,41738,5,10.44,25.88,5,212,20.69,110.33,75.3
832772,41739,4,5.88,27.43,18,210,40.91,84.12,70.85
832801,41740,7,6.67,17.27,13,203,7.94,111.67,58.95
832861,41741,7,3.92,15.5,7,193,8.94,85.15,56.19
832903,41742,5,3.67,40.2,15,216,14.8,112.83,64.4
832920,41743,4,2.5,37.2,7,193,45.75,141.67,63.36
832933,41744,5,2.67,37.4,17,204,24.45,87.0,66.28
832948,41745,4,2.29,30.0,33,213,25.09,95.86,60.55
832960,41746,1,1.0,0.0,5,5,0.0,5.0,0.0
832961,41747,4,5.44,13.5,75,183,10.21,139.33,40.77
833005,41748,7,8.8,13.64,22,213,9.35,128.87,59.29
833090,41749,7,3.0,14.85,9,202,12.33,118.79,71.34
833122,41750,6,2.5,34.4,45,217,8.55,130.5,60.34
833136,41751,2,2.5,80.0,17,97,0.0,57.0,40.0
833141,41752,5,4.0,23.57,52,217,15.4,137.88,61.53
833162,41753,4,3.17,33.0,19,184,35.21,106.83,66.49
833180,41754,5,3.4,44.75,25,204,4.76,113.6,64.55
833191,41755,4,3.88,24.14,33,202,17.73,132.38,55.51
833217,41756,5,6.0,26.29,26,210,26.46,147.25,66.38
833235,41757,7,3.43,16.08,2,211,10.92,103.79,71.38
833271,41758,5,4.83,37.6,5,193,19.69,98.0,66.6
833295,41759,3,3.75,28.33,99,184,18.55,134.5,35.39
833307,41760,4,3.25,56.0,17,185,33.74,115.5,68.93
833314,41761,7,4.38,30.14,5,216,12.84,117.12,70.82
833341,41762,7,4.08,16.58,18,217,14.86,131.31,69.51
833384,41763,5,6.71,21.83,61,192,16.89,127.86,51.75
833425,41764,3,3.0,25.33,73,149,17.44,119.25,31.63
833432,41765,3,2.25,52.33,12,169,30.4,104.75,63.91
833440,41766,4,2.5,51.33,42,196,34.99,104.0,56.76
833448,41767,5,3.43,23.67,13,155,16.44,97.0,43.49
833461,41768,4,5.83,30.4,43,195,23.67,129.17,57.34
833476,41769,3,2.0,43.0,17,146,22.45,90.5,52.18
833484,41770,1,3.0,0.0,175,175,0.0,175.0,0.0
833487,41771,2,1.5,124.0,70,194,0.0,132.0,62.0
833489,41772,3,3.4,42.25,8,177,38.91,87.0,70.36
833499,41773,6,4.22,24.62,6,203,14.03,92.67,60.33
833521,41774,6,4.58,15.82,23,197,12.73,112.25,63.18
833553,41775,3,2.33,76.0,49,201,52.0,107.67,66.72
833558,41776,6,2.9,18.89,14,184,22.58,123.0,49.17
833578,41777,2,3.75,27.0,74,155,27.07,101.25,31.59
833590,41778,3,4.83,33.6,16,184,49.75,59.67,56.75
833612,41779,6,4.5,23.11,6,214,12.88,113.4,66.54
833642,41780,6,3.93,14.15,14,198,14.1,111.86,61.93
833687,41781,5,3.8,37.75,27,178,20.9,84.8,55.65
833703,41782,4,4.2,40.5,5,167,16.52,77.0,55.39
833722,41783,4,2.5,35.33,29,135,15.92,87.0,38.23
833731,41784,5,3.71,34.33,2,208,25.88,98.43,79.01
833752,41785,6,3.38,26.29,21,205,21.13,124.5,64.57
833773,41786,5,3.71,30.17,2,183,23.5,96.71,68.45
833797,41787,2,3.33,96.0,13,205,80.0,135.67,86.98
833807,41788,4,2.0,67.0,16,217,24.83,129.0,74.04
833814,41789,3,4.0,61.5,77,200,8.5,141.33,50.37
833822,41790,4,1.8,42.75,27,198,27.75,129.4,66.14
833830,41791,6,6.0,20.2,2,204,15.58,107.36,73.18
833878,41792,6,6.29,28.33,29,199,22.19,113.43,60.29
833916,41793,4,1.57,21.0,14,140,19.58,56.29,39.85
833926,41794,5,6.29,33.33,5,205,34.63,89.57,77.96
833950,41795,3,4.33,74.5,29,178,63.5,82.33,67.8
833961,41796,6,3.7,19.78,28,206,15.02,107.8,55.59
833993,41797,3,7.0,85.0,26,196,20.0,117.67,70.04
834010,41798,5,5.71,26.5,19,178,17.42,84.86,58.06
834047,41799,6,3.12,22.86,40,200,7.94,131.12,55.84
834069,41800,6,4.73,15.3,44,197,10.45,132.0,49.95
834113,41801,6,4.7,20.78,6,193,17.31,113.1,62.61
834152,41803,8,4.0,14.57,12,216,7.14,119.2,66.6
834198,41804,6,2.58,11.17,1,202,9.46,102.89,63.43
834244,41805,2,1.5,111.0,52,163,0.0,107.5,55.5
834247,41806,6,3.55,19.4,14,208,14.04,93.0,65.33
834277,41807,2,4.33,30.0,45,105,24.0,67.0,26.98
834289,41808,6,1.7,22.78,6,211,21.41,89.3,58.26
834304,41809,2,4.0,71.0,90,161,0.0,125.5,35.5
834311,41810,7,4.33,17.91,5,202,13.58,104.67,70.91
834332,41811,3,5.83,29.2,67,213,37.41,114.17,47.04
834353,41812,5,3.29,27.5,15,180,19.03,101.29,60.14
834374,41813,4,2.4,47.25,6,195,35.42,73.6,66.63
834382,41814,6,7.5,21.56,18,212,17.08,121.4,57.36
834414,41815,5,6.0,27.33,48,212,19.01,153.71,54.77
834435,41816,5,3.33,38.4,4,196,24.95,127.5,66.18
834454,41817,7,3.71,15.38,3,203,8.48,109.71,62.61
834499,41818,2,4.0,58.5,23,140,53.5,63.67,54.01
834511,41819,1,9.0,0.0,86,86,0.0,86.0,0.0
834520,41820,7,4.86,15.31,7,206,12.78,102.29,65.75
834570,41821,7,4.42,16.91,7,193,8.17,101.0,55.24
834608,41822,6,2.5,17.91,11,208,15.26,110.83,63.18
834631,41823,3,6.25,37.67,62,175,26.4,108.5,47.51
834650,41824,4,3.0,51.25,4,209,38.29,105.0,65.67
834660,41825,6,4.38,29.71,5,213,16.03,106.75,64.09
834685,41826,6,5.36,16.2,14,176,9.54,114.64,49.65
834720,41827,5,4.0,19.67,73,191,10.29,134.71,42.41
834745,41828,4,4.5,67.33,9,211,36.06,112.5,82.75
834761,41829,4,2.14,28.83,31,204,28.29,97.29,54.07
834772,41830,4,7.17,36.0,18,198,28.8,135.67,63.59
834793,41831,4,3.0,38.2,1,192,35.58,123.17,64.12
834806,41832,1,1.5,17.0,95,112,0.0,103.5,8.5
834809,41833,6,4.67,36.2,23,204,25.7,114.67,64.32
834831,41834,3,2.33,67.0,4,138,4.0,69.67,54.74
834838,41835,2,4.0,67.5,17,152,51.5,101.67,60.22
834842,41836,4,1.8,35.5,13,155,32.56,107.2,50.47
834850,41837,2,5.0,33.75,78,213,48.71,180.6,51.64
834866,41838,4,4.43,34.5,4,211,31.35,113.43,75.73
834886,41839,3,2.33,61.5,3,126,4.5,66.0,50.26
834892,41840,6,3.73,16.3,18,181,11.14,95.82,47.37
834922,41841,4,4.4,37.0,17,165,22.73,82.6,48.83
834935,41842,6,3.5,28.71,16,217,18.64,100.62,67.68
834957,41843,3,3.2,14.75,3,62,3.7,34.6,20.21
834970,41844,5,5.57,28.83,4,177,17.57,100.43,52.22
834996,41845,4,5.25,53.67,22,183,30.13,97.0,57.37
835012,41846,3,8.67,42.5,107,192,3.5,150.67,34.74
835019,41847,6,2.7,18.67,43,211,7.23,123.3,51.78
835046,41848,6,4.0,17.6,41,217,11.62,109.18,55.39
835077,41849,7,3.57,33.33,16,216,14.94,118.43,68.9
835085,41850,4,3.12,24.86,21,195,22.89,91.25,65.53
835104,41851,5,6.12,17.86,90,215,14.18,169.5,40.94
835138,41852,6,5.33,18.36,15,217,13.95,109.5,63.48
835173,41853,4,7.5,35.0,88,193,17.15,151.0,40.52
835189,41854,3,4.33,73.5,1,148,17.5,68.67,60.58
835196,41855,5,3.0,42.75,4,175,16.45,84.6,59.45
835208,41856,3,5.67,42.5,80,165,17.5,128.33,35.67
835222,41857,3,8.0,29.33,111,199,29.94,137.75,35.97
835254,41858,5,3.86,22.67,51,187,8.44,120.29,49.31
835278,41859,3,3.67,74.0,39,187,21.0,106.0,61.23
835285,41860,7,3.62,29.71,7,215,10.12,113.62,71.21
835305,41861,6,3.0,15.82,10,184,12.73,114.33,52.32
835339,41862,2,9.0,33.5,14,81,32.5,36.67,31.35
835348,41863,4,3.4,42.75,13,184,33.95,72.4,60.44
835360,41864,6,3.09,18.0,29,209,10.9,111.27,63.34
835386,41865,3,3.2,51.0,6,210,52.62,85.2,85.34
835399,41866,7,4.44,13.53,5,208,8.9,104.94,66.99
835448,41867,4,1.6,38.25,3,156,35.27,87.0,48.85
835455,41868,4,2.5,29.8,30,179,17.63,118.17,47.52
835466,41869,3,3.86,21.83,47,178,27.71,89.86,48.2
835483,41870,5,5.86,25.67,36,190,16.38,102.43,48.08
835510,41871,5,4.62,21.14,36,184,14.51,119.25,51.99
835534,41872,4,1.83,31.6,56,214,20.42,150.33,51.31
835544,41873,6,5.29,27.5,27,192,15.77,98.86,52.91
835575,41874,7,2.77,16.33,5,201,10.68,118.38,65.62
835606,41875,3,2.6,44.25,19,196,45.23,79.0,63.6
835616,41876,3,7.0,23.67,125,196,13.96,167.5,28.85
835633,41877,3,3.67,22.6,100,213,20.62,133.0,41.11
835647,41878,6,2.0,16.17,3,197,16.66,101.0,54.16
835670,41879,4,3.67,27.2,13,149,18.05,68.0,44.43
835687,41880,5,4.33,35.4,6,183,13.28,89.83,59.8
835706,41881,6,5.14,16.15,1,211,9.89,93.21,66.52
835757,41882,3,3.2,41.25,44,209,34.91,145.8,64.42
835769,41883,3,5.75,57.33,37,209,52.45,126.75,76.53
835784,41884,7,2.94,10.53,17,196,8.03,102.89,61.43
835832,41885,4,6.62,23.57,19,184,33.68,104.62,66.01
835863,41886,6,3.5,13.62,6,183,10.01,104.86,59.47
835901,41887,2,2.33,13.0,149,175,11.0,165.67,11.81
835907,41888,4,3.25,61.33,7,191,14.73,95.0,71.05
835915,41889,4,2.75,54.67,13,177,19.4,104.75,60.39
835923,41890,1,1.5,22.0,68,90,0.0,79.0,11.0
835926,41891,1,1.0,0.0,49,49,0.0,49.0,0.0
835927,41892,3,3.75,29.33,47,135,14.88,87.75,35.76
835933,41893,7,1.56,13.0,5,200,7.48,89.69,55.2
835957,41894,3,3.33,47.5,87,182,39.5,121.33,43.02
835965,41895,5,2.55,21.3,1,214,20.07,112.45,80.28
835985,41896,3,2.17,33.8,43,212,34.16,160.83,57.62
835996,41897,1,1.0,0.0,35,35,0.0,35.0,0.0
835997,41898,4,4.5,36.8,27,211,25.17,125.0,55.73
836013,41899,6,4.83,39.4,5,202,12.61,103.0,69.2
836028,41900,5,5.5,22.0,41,195,19.14,127.75,42.53
836057,41901,6,2.33,11.86,40,206,8.78,136.0,52.21
836090,41902,5,4.8,47.5,7,197,12.09,97.8,64.48
836110,41903,2,4.33,26.5,7,60,8.5,36.33,22.01
836122,41904,3,5.0,71.5,5,148,45.5,91.67,62.2
836128,41905,4,6.0,40.0,75,195,21.23,146.0,44.64
836146,41906,3,4.0,76.0,33,185,1.0,108.67,62.06
836149,41907,6,3.83,40.6,13,216,10.78,117.83,66.37
836169,41908,3,5.5,65.33,17,213,54.27,116.5,85.58
836185,41909,4,1.75,47.0,27,168,22.45,93.0,50.41
836191,41910,5,5.12,26.0,11,193,28.59,104.0,71.87
836209,41911,5,3.8,47.0,12,200,24.38,111.8,69.88
836225,41912,6,4.29,33.33,17,217,15.47,118.0,70.21
836252,41913,3,5.33,70.5,72,213,8.5,145.33,57.7
836262,41914,4,5.67,25.8,67,196,16.7,120.67,43.61
836283,41915,4,3.67,23.6,85,203,28.9,124.17,39.06
836302,41916,5,8.67,36.0,36,216,13.81,119.5,63.56
836329,41917,6,5.5,17.18,6,195,10.51,101.58,56.71
836385,41918,4,3.6,37.75,42,193,40.03,106.4,65.55
836398,41919,6,2.86,35.0,3,213,21.02,132.57,68.33
836413,41920,2,5.0,7.0,170,184,3.0,176.0,5.89
836422,41921,7,3.8,14.86,8,216,16.31,100.4,62.6
836465,41922,4,2.6,41.75,29,196,19.11,104.4,55.88
836476,41923,4,6.4,52.75,5,216,54.32,132.4,90.73
836503,41924,3,4.0,29.5,58,117,6.5,85.33,24.28
836509,41925,5,3.67,25.5,10,214,29.51,93.0,73.26
836538,41926,5,3.0,23.12,25,210,17.76,125.22,56.22
836555,41927,2,2.0,153.0,22,175,0.0,98.5,76.5
836559,41928,1,40.0,0.0,188,188,0.0,188.0,0.0
836574,41929,4,1.67,27.8,25,164,21.12,96.5,55.42
836584,41930,3,3.25,65.33,4,200,46.59,120.75,82.5
836595,41931,2,4.33,30.5,24,85,25.5,46.0,27.65
836601,41932,7,4.36,18.2,16,198,14.76,92.0,57.43
836644,41933,2,2.0,16.5,6,39,5.5,20.67,13.72
836648,41934,5,3.43,25.17,66,217,20.6,150.0,56.39
836663,41935,6,2.0,12.64,2,179,10.38,92.2,54.38
836691,41936,7,4.0,11.87,26,204,11.27,99.12,46.28
836725,41937,4,3.67,22.4,105,217,24.74,163.0,43.0
836742,41938,6,4.83,34.8,21,195,15.83,117.0,64.3
836760,41939,1,4.0,0.0,198,198,0.0,198.0,0.0
836764,41940,7,3.64,18.2,6,188,9.26,107.36,59.29
836793,41941,6,5.22,25.25,7,209,16.73,129.78,62.64
836823,41942,3,11.0,73.0,56,202,21.0,136.0,60.42
836848,41943,7,4.48,9.41,1,208,7.06,105.04,64.4
836921,41944,3,2.5,34.67,69,173,16.34,126.25,37.52
836929,41945,3,5.0,46.67,3,143,32.22,75.0,59.26
836948,41946,7,3.53,13.07,19,202,8.27,107.4,57.61
836983,41947,3,10.0,89.0,15,193,56.0,122.67,77.31
836995,41948,2,3.33,45.0,115,205,35.0,171.67,40.28
837003,41949,3,3.5,17.67,28,81,17.0,57.0,23.82
837013,41950,3,5.0,56.0,55,167,38.0,98.33,49.11
837026,41951,6,5.09,15.4,56,210,9.16,132.27,51.95
837065,41952,2,3.0,112.0,86,198,0.0,142.0,56.0
837070,41953,4,3.67,17.75,37,179,17.28,99.0,44.78
837093,41954,6,2.5,39.2,3,199,20.19,111.67,68.75
837106,41955,3,3.0,65.33,6,202,37.97,80.75,76.62
837114,41956,6,5.83,31.0,43,198,8.74,119.83,56.56
837135,41957,6,2.5,27.14,27,217,22.24,144.12,58.96
837152,41958,6,4.29,23.5,51,192,7.87,127.29,47.27
837168,41959,3,2.33,50.5,42,143,18.5,98.67,42.15
837172,41960,3,3.75,45.0,3,138,28.47,84.5,55.4
837181,41961,7,6.2,19.0,30,201,11.77,135.7,57.07
837223,41962,5,3.83,34.2,7,178,17.88,87.67,55.2
837240,41963,7,7.76,11.81,16,205,7.13,109.65,55.1
837310,41964,2,3.0,49.0,53,102,0.0,77.5,24.5
837315,41965,3,4.0,22.33,39,106,14.43,73.25,23.71
837330,41966,4,1.83,33.2,17,183,26.03,101.83,68.01
837339,41967,7,3.82,20.1,11,212,13.15,115.45,65.54
837368,41968,4,3.0,25.43,5,183,19.37,98.12,51.06
837387,41969,6,1.62,27.14,5,195,13.59,94.62,55.94
837399,41970,6,4.88,24.29,29,199,17.1,120.0,56.05
837437,41971,3,2.67,72.5,27,172,18.5,105.67,59.83
837445,41972,5,3.75,15.73,39,212,11.85,131.25,59.51
837476,41973,5,2.89,23.12,21,206,11.42,105.78,64.24
837500,41974,4,4.25,57.0,11,182,25.92,99.5,68.89
837511,41975,6,2.62,27.43,2,194,16.68,85.75,72.32
837526,41976,1,1.5,5.0,147,152,0.0,149.5,2.5
837529,41977,3,3.0,41.0,48,212,30.34,131.4,61.05
837542,41978,8,4.1,22.89,10,216,9.62,131.5,68.24
837572,41979,2,5.0,60.5,1,122,40.5,48.0,52.96
837583,41980,5,3.42,18.91,6,214,20.34,79.33,69.79
837615,41981,4,5.25,32.33,33,130,5.25,84.5,36.58
837632,41982,4,3.6,46.25,11,196,45.29,134.8,65.04
837643,41983,6,5.56,23.12,14,199,16.27,98.0,62.56
837673,41984,3,2.0,36.5,62,135,0.5,98.67,29.8
837679,41985,4,5.29,21.17,38,165,12.75,91.71,38.02
837709,41986,3,2.33,51.0,72,174,21.0,116.0,42.8
837716,41987,4,3.5,55.67,28,195,21.31,117.0,66.16
837726,41988,3,2.33,74.5,44,193,56.5,137.33,66.4
837733,41989,5,3.43,26.67,14,174,11.76,79.43,53.18
837754,41990,3,5.0,30.0,126,216,24.78,183.75,34.5
837769,41991,1,3.0,6.0,20,26,0.0,23.0,3.0
837773,41992,2,1.5,108.0,27,135,0.0,81.0,54.0
837776,41993,2,6.5,39.0,145,184,0.0,164.5,19.5
837786,41994,5,6.17,38.6,3,196,16.75,99.17,66.09
837804,41995,3,3.75,45.67,5,142,34.18,55.25,52.34
837815,41996,4,2.5,23.6,38,156,21.82,78.67,40.82
837826,41997,7,4.43,28.17,17,186,17.49,101.43,62.67
837849,41998,3,3.57,18.5,40,151,24.94,123.57,36.01
837867,41999,4,6.4,40.5,35,197,30.05,112.6,62.84
837881,42000,3,3.0,32.5,23,153,37.56,111.4,45.74
837893,42001,3,3.44,10.62,3,88,11.54,33.67,29.73
837914,42002,4,4.5,36.6,32,215,26.4,117.33,70.29
837925,42003,3,4.0,47.67,53,196,30.09,110.75,58.88
837937,42004,4,6.5,44.0,61,193,17.15,128.5,52.52
837950,42005,4,4.0,60.33,30,211,27.39,134.5,66.94
837964,42006,4,2.0,28.0,9,205,33.09,148.38,62.75
837980,42007,6,3.67,17.73,16,211,15.02,112.17,57.24
838003,42008,6,4.71,32.0,4,196,16.26,102.43,64.75
838021,42009,6,1.71,33.17,5,204,22.1,113.0,67.07
838030,42010,5,3.88,22.0,31,185,23.0,86.75,60.71
838051,42011,4,4.83,39.4,14,211,22.9,117.0,69.59
838063,42012,4,3.57,25.5,62,215,23.87,111.43,49.46
838079,42013,5,22.17,28.8,38,182,13.64,108.17,45.56
838088,42014,4,4.25,57.67,18,191,18.86,94.5,66.87
838097,42015,5,4.8,43.5,35,209,16.27,115.4,64.99
838117,42016,7,3.75,28.0,1,197,12.41,95.62,65.58
838140,42017,3,4.0,56.67,29,199,64.45,82.75,67.74
838154,42018,4,8.75,63.0,18,207,57.28,85.25,72.29
838168,42019,4,3.25,70.0,7,217,53.96,142.0,81.2
838181,42020,2,2.5,69.0,73,142,0.0,107.5,34.5
838186,42021,3,3.2,28.75,78,193,24.98,141.8,48.06
838196,42022,4,12.0,57.33,13,185,41.77,96.0,73.41
838227,42023,3,2.75,42.0,80,206,36.81,162.0,48.68
838236,42024,5,3.86,30.83,8,193,21.67,88.43,60.42
838253,42025,4,3.0,45.5,3,185,41.46,67.4,63.34
838265,42026,7,5.0,15.38,4,204,7.75,113.86,60.24
838323,42027,4,3.25,33.0,3,102,12.83,57.5,35.99
838335,42028,3,2.25,24.67,22,96,13.91,51.75,29.84
838344,42029,4,10.0,45.5,23,205,23.71,122.6,68.23
838367,42030,4,2.12,15.86,106,217,11.63,164.62,43.03
838382,42031,3,2.0,66.0,14,212,53.72,145.25,79.16
838390,42032,4,3.5,32.2,49,210,21.26,139.83,55.58
838404,42033,5,3.2,36.0,15,159,5.74,87.8,49.6
838420,42034,5,3.83,31.0,16,171,20.75,95.83,58.39
838435,42035,7,5.43,28.5,18,189,22.81,107.29,59.37
838460,42036,7,6.29,33.0,5,203,10.63,106.43,68.68
838494,42037,4,3.0,23.33,72,212,15.54,161.86,49.42
838510,42038,4,2.83,33.4,39,206,36.82,140.17,65.02
838526,42039,4,5.67,30.8,6,160,25.34,59.83,50.27
838553,42040,6,3.33,35.6,13,191,11.13,97.0,57.7
838566,42041,5,3.75,27.29,4,195,20.68,104.38,72.03
838592,42042,5,3.62,27.0,27,216,25.91,113.5,66.93
838618,42043,8,4.54,17.58,5,216,12.43,124.92,55.5
838649,42044,4,2.4,26.75,46,153,14.5,95.6,35.76
838658,42045,3,1.5,20.33,25,86,10.96,61.75,24.26
838664,42046,3,2.33,54.5,66,175,13.5,116.0,44.95
838669,42047,4,3.0,43.75,35,210,11.71,126.4,64.96
838684,42048,3,5.0,33.6,43,211,39.22,143.5,71.15
838709,42049,3,4.25,46.67,55,195,40.47,109.5,51.87
838722,42050,4,4.0,40.5,37,199,24.42,121.6,62.61
838739,42051,3,3.25,63.0,16,205,64.39,104.5,86.18
838745,42052,3,4.0,26.0,85,189,30.24,150.8,44.6
838758,42053,6,1.78,21.38,45,216,11.78,127.22,49.58
838774,42054,2,1.5,62.0,72,134,0.0,103.0,31.0
838776,42055,3,2.67,86.0,22,194,53.0,90.33,74.53
838782,42056,5,5.0,31.5,28,217,19.97,126.14,56.87
838804,42057,5,2.43,23.5,48,189,15.28,107.57,45.59
838818,42058,3,2.8,38.75,33,188,34.33,112.0,67.36
838831,42059,2,7.0,51.5,47,150,35.5,110.33,45.26
838845,42060,1,1.0,0.0,100,100,0.0,100.0,0.0
838846,42061,5,4.11,22.38,27,206,22.18,95.67,69.89
838869,42062,3,2.0,35.75,36,179,37.06,131.0,59.31
838876,42063,2,3.0,142.0,54,196,0.0,125.0,71.0
838880,42064,5,3.57,33.5,1,202,22.43,93.57,74.31
838898,42065,5,4.14,30.33,28,210,24.43,118.14,69.38
838918,42066,5,3.67,16.88,10,145,7.85,68.11,41.72
838945,42067,3,2.0,45.5,79,170,11.5,128.33,37.54
838949,42068,6,3.44,21.12,41,210,13.91,125.78,55.7
838975,42069,1,3.0,0.0,210,210,0.0,210.0,0.0
838977,42070,4,3.67,22.12,33,210,25.7,109.78,64.03
839002,42071,2,5.33,42.0,8,92,35.0,38.33,38.06
839011,42072,5,4.83,37.4,15,202,23.97,116.67,73.31
839023,42073,7,3.0,17.73,12,207,11.58,104.5,59.71
839050,42074,4,3.2,40.0,27,187,41.25,124.0,66.43
839061,42075,5,4.43,28.0,16,184,23.68,73.0,62.06
839086,42076,3,4.0,61.0,88,210,10.0,145.67,50.03
839095,42077,3,4.0,62.5,91,216,49.5,137.0,56.11
839103,42078,6,3.38,27.71,11,205,16.7,122.12,62.98
839120,42079,8,5.85,17.83,3,217,11.02,112.92,66.63
839189,42080,4,4.67,41.6,3,211,29.43,111.17,71.12
839202,42081,2,2.67,30.0,27,87,29.0,66.67,28.05
839208,42082,2,2.33,64.0,53,181,50.0,133.67,57.33
839213,42083,4,5.4,36.5,48,194,24.27,124.2,52.33
839231,42084,6,6.58,18.36,15,217,14.32,127.17,58.1
839280,42085,4,4.0,29.6,64,212,21.4,142.17,59.2
839303,42086,4,1.83,27.4,15,152,18.73,103.67,48.83
839312,42087,6,3.89,22.88,19,202,12.16,119.0,67.29
839342,42088,4,7.2,50.75,4,207,26.09,105.0,68.29
839357,42089,6,3.9,21.33,12,204,17.73,124.6,66.77
839387,42090,5,6.4,22.56,3,206,20.05,98.8,70.5
839436,42091,4,4.2,30.5,90,212,16.21,160.8,44.48
839451,42092,4,2.62,29.14,3,207,45.24,89.62,80.91
839471,42093,5,2.38,26.14,23,206,28.37,109.5,48.22
839487,42094,7,3.12,25.86,16,197,15.98,113.5,60.66
839504,42095,3,5.25,25.0,99,174,8.52,131.75,28.95
839523,42096,4,5.17,35.6,38,216,19.0,113.17,59.6
839549,42097,4,5.0,66.67,17,217,43.65,108.25,83.84
839562,42098,4,4.0,23.4,74,191,13.99,127.0,37.55
839583,42099,5,4.14,30.67,25,209,24.35,147.0,68.22
839608,42100,1,2.0,0.0,194,194,0.0,194.0,0.0
839609,42101,3,2.0,76.0,35,187,21.0,104.0,62.84
839614,42102,5,4.8,48.75,7,202,33.8,123.6,65.4
839633,42103,3,2.75,62.33,25,212,55.8,97.0,69.52
839642,42104,6,3.73,19.0,14,204,12.06,96.82,63.27
839673,42105,6,3.25,28.14,4,201,16.56,86.75,71.14
839698,42106,6,5.0,21.25,38,208,13.25,137.56,55.83
839728,42107,2,4.5,23.33,132,202,18.37,158.25,26.37
839746,42108,5,5.0,25.33,39,191,14.51,129.57,48.49
839764,42109,4,4.0,43.75,16,191,34.51,105.6,72.9
839784,42110,6,3.91,21.4,2,216,19.7,93.91,75.66
839809,42111,5,5.14,30.67,20,204,25.03,130.86,57.74
839836,42112,4,4.14,30.33,3,185,11.66,94.0,61.12
839858,42113,3,7.5,30.33,64,155,25.59,124.75,36.44
839867,42114,7,7.29,13.69,39,217,7.57,134.64,52.93
839899,42115,1,2.0,9.0,42,51,0.0,46.5,4.5
839902,42116,3,3.75,36.0,26,134,39.81,82.5,50.22
839912,42117,3,5.8,21.0,5,89,12.55,41.6,27.68
839922,42118,6,3.6,22.78,1,206,13.54,122.3,68.1
839948,42119,6,3.67,31.4,27,184,22.51,112.17,58.96
839967,42120,4,3.25,47.67,3,146,2.05,73.25,53.34
839977,42121,5,5.5,26.43,27,212,24.91,102.88,66.2
839990,42122,6,3.83,33.2,19,185,13.42,111.33,57.68
840006,42123,3,3.2,32.5,67,197,35.79,159.8,48.05
840016,42124,7,3.0,18.09,10,209,13.77,101.42,61.78
840046,42125,3,2.25,22.67,113,181,12.97,146.75,28.07
840054,42126,5,4.29,28.33,7,177,17.03,88.57,53.65
840081,42127,2,4.0,37.0,66,103,0.0,84.5,18.5
840087,42128,5,5.33,24.62,16,213,15.52,118.78,68.32
840115,42129,4,4.0,38.0,22,174,22.03,103.4,58.2
840134,42130,7,3.64,19.0,25,215,13.76,122.36,53.76
840166,42131,2,2.0,80.0,2,162,67.0,59.67,72.55
840172,42132,6,3.09,17.3,22,195,14.48,98.09,65.45
840199,42133,4,2.75,59.0,23,200,28.58,125.25,70.62
840207,42134,4,4.4,46.25,12,197,21.94,89.6,71.02
840221,42135,3,4.5,43.67,71,202,35.12,150.0,48.28
840235,42136,4,7.4,29.75,58,177,10.06,120.6,45.07
840256,42137,4,2.75,61.33,27,211,27.76,127.25,66.27
840266,42138,4,3.75,22.29,24,180,16.36,105.88,52.99
840287,42139,7,3.17,17.36,13,204,9.38,107.83,61.75
840321,42140,2,6.5,65.0,18,83,0.0,50.5,32.5
840330,42141,5,3.4,38.5,14,168,21.56,101.6,53.3
840345,42142,5,1.57,27.83,36,203,17.74,138.57,57.26
840353,42143,3,2.2,32.5,69,199,31.56,157.2,46.39
840364,42144,4,4.17,25.2,85,211,21.45,125.17,44.22
840388,42145,1,5.0,18.0,74,92,0.0,83.0,9.0
840398,42146,6,2.75,28.86,15,217,19.38,133.12,64.99
840413,42147,3,4.67,47.0,21,115,0.0,68.0,38.38
